ID,Target
1D_026E,0
1D_026F,0
1D_0271,0
1D_0276,0
1D_0277,0
1D_0278,0
1D_0281,0
1D_0282,0
1D_0286,0
1D_028C,0
1D_028E,0
1D_0292,0
1D_0294,0
1D_0295,0
1D_0299,0
1D_029D,0
1D_029F,0
1D_02A4,0
1D_02A5,0
1D_02A7,0
1D_02A8,0
1D_02AC,0
1D_02B7,0
1D_02BB,0
1D_02C0,0
1D_02C2,0
1D_02C4,0
1D_02C5,0
1D_02D7,0
1D_02D9,0
1D_02DA,0
1D_02DB,0
1D_02E0,0
1D_02E3,0
1D_02E4,0
1D_02E7,0
1D_02E8,0
1D_02F0,0
1D_02F1,0
1D_02F2,0
1D_02F5,0
1D_02F7,0
1D_0301,0
1D_0302,0
1D_0303,0
1D_0304,0
1D_0307,0
1D_0308,0
1D_0309,0
1D_030C,0
1D_030E,0
1D_030F,0
1D_0311,0
1D_0312,0
1D_0315,0
1D_0316,0
1D_0317,0
1D_0318,0
1D_0319,0
1D_031D,0
1D_031F,0
1D_0320,0
1D_0327,0
1D_0328,0
1D_032D,0
1D_0332,0
1D_0333,0
1D_0334,0
1D_0337,0
1D_0338,0
1D_0339,0
1D_033B,0
1D_033D,0
1D_0347,0
1D_0348,0
1D_0353,0
1D_0354,0
1D_035B,0
1D_035C,0
1D_0363,0
1D_0365,0
1D_0366,0
1D_0368,0
1D_036D,0
1D_036E,0
1D_036F,0
1D_0378,0
1D_0383,0
1D_0385,0
1D_0386,0
1D_038A,0
1D_038E,0
1D_0391,0
1D_0392,0
1D_0395,0
1D_0398,0
1D_039D,0
1D_03A0,0
1D_03AA,0
1D_03AF,0
1D_03B1,0
1D_03B5,0
1D_03B9,0
1D_03C0,0
1D_03C1,0
1D_03C2,0
1D_03C7,0
1D_03CD,0
1D_03D0,0
1D_03D1,0
1D_03DA,0
1D_03DC,0
1D_03DF,0
1D_03E0,0
1D_03E1,0
1D_03E4,0
1D_03E6,0
1D_03E8,0
1D_03EB,0
1D_03EC,0
1D_03ED,0
1D_03F1,0
1D_03F2,0
1D_03F5,0
1D_03F8,0
1D_03FB,0
1D_03FC,0
1D_0404,0
1D_0405,0
1D_0407,0
1D_0409,0
1D_0414,0
1D_0416,0
1D_0418,0
1D_0420,0
1D_0423,0
1D_0427,0
1D_042A,0
1D_042B,0
1D_042C,0
1D_042D,0
1D_0434,0
1D_0436,0
1D_0437,0
1D_0438,0
1D_043B,0
1D_0442,0
1D_0444,0
1D_0445,0
1D_0446,0
1D_0447,0
1D_0448,0
1D_044A,0
1D_044B,0
1D_044D,0
1D_0451,0
1D_0455,0
1D_0458,0
1D_045E,0
1D_045F,0
1D_0460,0
1D_0466,0
1D_0467,0
1D_046C,0
1D_046E,0
1D_0472,0
1D_0479,0
1D_0482,0
1D_0486,0
1D_0490,0
1D_0494,0
1D_0496,0
1D_049A,0
1D_049D,0
1D_04A2,0
1D_04AC,0
1D_04AD,0
1D_04B0,0
1D_04B7,0
1D_04B9,0
1D_04BA,0
1D_04BB,0
1D_04BC,0
1D_04C3,0
1D_04C7,0
1D_04CA,0
1D_04CB,0
1D_04CC,0
1D_04CE,0
1D_04D1,0
1D_04D4,0
1D_04D7,0
1D_04DC,0
1D_04DF,0
1D_04E0,0
1D_04E1,0
1D_04E2,0
1D_04E5,0
1D_04E8,0
1D_04E9,0
1D_04EB,0
1D_04F0,0
1D_04F4,0
1D_04F5,0
1D_04F8,0
1D_04FC,0
1D_0500,0
1D_0501,0
1D_0504,0
1D_0507,0
1D_050E,0
1D_0512,0
1D_0518,0
1D_0519,0
1D_051B,0
1D_051C,0
1D_051D,0
1D_0522,0
1D_0524,0
1D_052C,0
1D_0534,0
1D_0535,0
1D_0537,0
1D_0542,0
1D_0543,0
1D_0546,0
1D_054E,0
1D_054F,0
1D_0550,0
1D_0551,0
1D_0558,0
1D_0559,0
1D_055B,0
1D_055C,0
1D_055E,0
1D_056C,0
1D_056D,0
1D_0573,0
1D_0576,0
1D_0579,0
1D_057C,0
1D_057D,0
1D_057F,0
1D_0580,0
1D_0586,0
1D_0588,0
1D_058C,0
1D_0594,0
1D_0598,0
1D_059B,0
1D_059C,0
1D_059D,0
1D_059E,0
1D_059F,0
1D_05A1,0
1D_05A6,0
1D_05A7,0
1D_05AA,0
1D_05AB,0
1D_05AC,0
1D_05AD,0
1D_05B4,0
1D_05B5,0
1D_05BA,0
1D_05BB,0
1D_05BC,0
1D_05BD,0
1D_05C0,0
1D_05C1,0
1D_05C5,0
1D_05CD,0
1D_05D5,0
1D_05D7,0
1D_05D9,0
1D_05DB,0
1D_05DE,0
1D_05E1,0
1D_05E3,0
1D_05E5,0
1D_05E6,0
1D_05EC,0
1D_05F0,0
1D_05F9,0
1D_05FB,0
1D_05FF,0
1D_0600,0
1D_0604,0
1D_0607,0
1D_060C,0
1D_060D,0
1D_060E,0
1D_0611,0
1D_0614,0
1D_0615,0
1D_0617,0
1D_0618,0
1D_0619,0
1D_061C,0
1D_0630,0
1D_0635,0
1D_0639,0
1D_063B,0
1D_063C,0
1D_0643,0
1D_0644,0
1D_0646,0
1D_0648,0
1D_0649,0
1D_064B,0
1D_064C,0
1D_064F,0
1D_0652,0
1D_0653,0
1D_065A,0
1D_065B,0
1D_065E,0
1D_0662,0
1D_0664,0
1D_0666,0
1D_066D,0
1D_0674,0
1D_0677,0
1D_067A,0
1D_0680,0
1D_0683,0
1D_0688,0
1D_068C,0
1D_0692,0
1D_0693,0
1D_0695,0
1D_069E,0
1D_06A3,0
1D_06A8,0
1D_06B6,0
1D_06B7,0
1D_06BB,0
1D_06BC,0
1D_06BF,0
1D_06C4,0
1D_06CF,0
1D_06D0,0
1D_06D3,0
1D_06D4,0
1D_06DA,0
1D_06DB,0
1D_06E0,0
1D_06E2,0
1D_06E4,0
1D_06E5,0
1D_06EB,0
1D_06F4,0
1D_06FA,0
1D_06FD,0
1D_0701,0
1D_0702,0
1D_0703,0
1D_0709,0
1D_0711,0
1D_0713,0
1D_0719,0
1D_071A,0
1D_071B,0
1D_071E,0
1D_0721,0
1D_0723,0
1D_0724,0
1D_0725,0
1D_072A,0
1D_072D,0
1D_0732,0
1D_0735,0
1D_073A,0
1D_073B,0
1D_0740,0
1D_0742,0
1D_0746,0
1D_0749,0
1D_074C,0
1D_074F,0
1D_0751,0
1D_0753,0
1D_0757,0
1D_0758,0
1D_075D,0
1D_0760,0
1D_0761,0
1D_0763,0
1D_0764,0
1D_0768,0
1D_076B,0
1D_076C,0
1D_0776,0
1D_077F,0
1D_0780,0
1D_078B,0
1D_078D,0
1D_078E,0
1D_0791,0
1D_0793,0
1D_0794,0
1D_0797,0
1D_0798,0
1D_079A,0
1D_079D,0
1D_079E,0
1D_079F,0
1D_07A3,0
1D_07A8,0
1D_07A9,0
1D_07AD,0
1D_07B3,0
1D_07BA,0
1D_07BD,0
1D_07C3,0
1D_07C5,0
1D_07CC,0
1D_07CD,0
1D_07CE,0
1D_07D1,0
1D_07D2,0
1D_07D5,0
1D_07D9,0
1D_07DA,0
1D_07DF,0
1D_07E0,0
1D_07E5,0
1D_07E6,0
1D_07E7,0
1D_07E9,0
1D_07ED,0
1D_07EE,0
1D_07FB,0
1D_07FD,0
1D_07FE,0
1D_0808,0
1D_080A,0
1D_080D,0
1D_080E,0
1D_080F,0
1D_0810,0
1D_0811,0
1D_0812,0
1D_081D,0
1D_081F,0
1D_0821,0
1D_0828,0
1D_0829,0
1D_082F,0
1D_0830,0
1D_0831,0
1D_0833,0
1D_0834,0
1D_083D,0
1D_0841,0
1D_084A,0
1D_084B,0
1D_084C,0
1D_0856,0
1D_0858,0
1D_0860,0
1D_0861,0
1D_0862,0
1D_0864,0
1D_0867,0
1D_0870,0
1D_0872,0
1D_0873,0
1D_0876,0
1D_0878,0
1D_087A,0
1D_087B,0
1D_0882,0
1D_0883,0
1D_0888,0
1D_0889,0
1D_088C,0
1D_088E,0
1D_0890,0
1D_089D,0
1D_08A0,0
1D_08AA,0
1D_08AF,0
1D_08B5,0
1D_08B6,0
1D_08B9,0
1D_08BE,0
1D_08C1,0
1D_08C4,0
1D_08C5,0
1D_08C9,0
1D_08CB,0
1D_08CE,0
1D_08CF,0
1D_08D7,0
1D_08DF,0
1D_08E0,0
1D_08E1,0
1D_08EC,0
1D_08EE,0
1D_08F1,0
1D_08F3,0
1D_08F5,0
1D_08FF,0
1D_0904,0
1D_0907,0
1D_0908,0
1D_090B,0
1D_090C,0
1D_090D,0
1D_0915,0
1D_0916,0
1D_0919,0
1D_091A,0
1D_091F,0
1D_0920,0
1D_0926,0
1D_0928,0
1D_092A,0
1D_092C,0
1D_0933,0
1D_0934,0
1D_0936,0
1D_0937,0
1D_0938,0
1D_093D,0
1D_093E,0
1D_0945,0
1D_0946,0
1D_094A,0
1D_094B,0
1D_094F,0
1D_0950,0
1D_0953,0
1D_0957,0
1D_095F,0
1D_096C,0
1D_096D,0
1D_096E,0
1D_0973,0
1D_0975,0
1D_0976,0
1D_0978,0
1D_097B,0
1D_097D,0
1D_097F,0
1D_0983,0
1D_0989,0
1D_098A,0
1D_098D,0
1D_098E,0
1D_0990,0
1D_0993,0
1D_099B,0
1D_099C,0
1D_09A1,0
1D_09A2,0
1D_09A7,0
1D_09AA,0
1D_09B4,0
1D_09B5,0
1D_09B6,0
1D_09B7,0
1D_09BA,0
1D_09BC,0
1D_09BE,0
1D_09BF,0
1D_09C0,0
1D_09C4,0
1D_09C7,0
1D_09CB,0
1D_09CC,0
1D_09CE,0
1D_09D8,0
1D_09DA,0
1D_09E5,0
1D_09E6,0
1D_09EC,0
1D_09ED,0
1D_09EE,0
1D_09F2,0
1D_09F3,0
1D_09F4,0
1D_09F5,0
1D_09FB,0
1D_09FD,0
1D_09FE,0
1D_0A05,0
1D_0A06,0
1D_0A10,0
1D_0A11,0
1D_0A13,0
1D_0A14,0
1D_0A15,0
1D_0A17,0
1D_0A18,0
1D_0A1E,0
1D_0A1F,0
1D_0A20,0
1D_0A21,0
1D_0A22,0
1D_0A24,0
1D_0A2B,0
1D_0A2D,0
1D_0A30,0
1D_0A33,0
1D_0A35,0
1D_0A36,0
1D_0A38,0
1D_0A3A,0
1D_0A3C,0
1D_0A43,0
1D_0A4B,0
1D_0A4E,0
1D_0A4F,0
1D_0A54,0
1D_0A5C,0
1D_0A65,0
1D_0A69,0
1D_0A6E,0
1D_0A73,0
1D_0A76,0
1D_0A7C,0
1D_0A80,0
1D_0A86,0
1D_0A87,0
1D_0A88,0
1D_0A89,0
1D_0A8C,0
1D_0A8E,0
1D_0A8F,0
1D_0A90,0
1D_0A99,0
1D_0A9B,0
1D_0AA0,0
1D_0AA8,0
1D_0AAD,0
1D_0AAE,0
1D_0AAF,0
1D_0AB1,0
1D_0AB3,0
1D_0AB4,0
1D_0AB5,0
1D_0AB9,0
1D_0ABD,0
1D_0ABE,0
1D_0AC0,0
1D_0AC1,0
1D_0ACC,0
1D_0AD0,0
1D_0AD2,0
1D_0AD3,0
1D_0AD4,0
1D_0AD5,0
1D_0ADA,0
1D_0ADD,0
1D_0AE1,0
1D_0AEA,0
1D_0AEC,0
1D_0AED,0
1D_0AEF,0
1D_0AF3,0
1D_0AF4,0
1D_0AF5,0
1D_0B07,0
1D_0B0E,0
1D_0B0F,0
1D_0B10,0
1D_0B16,0
1D_0B1A,0
1D_0B1B,0
1D_0B20,0
1D_0B25,0
1D_0B26,0
1D_0B29,0
1D_0B30,0
1D_0B37,0
1D_0B39,0
1D_0B3B,0
1D_0B3E,0
1D_0B41,0
1D_0B45,0
1D_0B4D,0
1D_0B4F,0
1D_0B51,0
1D_0B54,0
1D_0B65,0
1D_0B67,0
1D_0B68,0
1D_0B6B,0
1D_0B70,0
1D_0B7B,0
1D_0B87,0
1D_0B8A,0
1D_0B8D,0
1D_0B8E,0
1D_0B90,0
1D_0B91,0
1D_0B92,0
1D_0B94,0
1D_0B96,0
1D_0B99,0
1D_0B9C,0
1D_0BA1,0
1D_0BA4,0
1D_0BA6,0
1D_0BA9,0
1D_0BAF,0
1D_0BB2,0
1D_0BB4,0
1D_0BB8,0
1D_0BBA,0
1D_0BBE,0
1D_0BC3,0
1D_0BC6,0
1D_0BC8,0
1D_0BDD,0
1D_0BDE,0
1D_0BE1,0
1D_0BE6,0
1D_0BE7,0
1D_0BEB,0
1D_0BEE,0
1D_0BF4,0
1D_0C00,0
1D_0C04,0
1D_0C06,0
1D_0C12,0
1D_0C16,0
1D_0C1A,0
1D_0C1B,0
1D_0C1C,0
1D_0C1F,0
1D_0C20,0
1D_0C21,0
1D_0C22,0
1D_0C29,0
1D_0C2B,0
1D_0C2D,0
1D_0C2E,0
1D_0C32,0
1D_0C33,0
1D_0C34,0
1D_0C41,0
1D_0C43,0
1D_0C46,0
1D_0C49,0
1D_0C4A,0
1D_0C4B,0
1D_0C4E,0
1D_0C50,0
1D_0C55,0
1D_0C57,0
1D_0C59,0
1D_0C61,0
1D_0C62,0
1D_0C65,0
1D_0C66,0
1D_0C67,0
1D_0C68,0
1D_0C6A,0
1D_0C6E,0
1D_0C79,0
1D_0C7A,0
1D_0C7C,0
1D_0C7F,0
1D_0C81,0
1D_0C82,0
1D_0C83,0
1D_0C86,0
1D_0C87,0
1D_0C8C,0
1D_0C8E,0
1D_0C90,0
1D_0C92,0
1D_0C93,0
1D_0C95,0
1D_0C99,0
1D_0C9A,0
1D_0C9B,0
1D_0C9C,0
1D_0C9F,0
1D_0CA0,0
1D_0CA1,0
1D_0CA5,0
1D_0CA8,0
1D_0CAB,0
1D_0CAC,0
1D_0CB2,0
1D_0CB3,0
1D_0CB4,0
1D_0CB5,0
1D_0CB9,0
1D_0CBC,0
1D_0CBF,0
1D_0CC1,0
1D_0CC2,0
1D_0CC4,0
1D_0CC5,0
1D_0CC6,0
1D_0CC7,0
1D_0CC9,0
1D_0CCE,0
1D_0CCF,0
1D_0CD3,0
1D_0CD4,0
1D_0CDC,0
1D_0CDD,0
1D_0CDF,0
1D_0CE0,0
1D_0CE2,0
1D_0CE6,0
1D_0CE8,0
1D_0CED,0
1D_0CEE,0
1D_0CEF,0
1D_0CF5,0
1D_0CF9,0
1D_0CFA,0
1D_0CFC,0
1D_0CFD,0
1D_0D00,0
1D_0D01,0
1D_0D04,0
1D_0D0C,0
1D_0D0F,0
1D_0D12,0
1D_0D15,0
1D_0D16,0
1D_0D1D,0
1D_0D1E,0
1D_0D25,0
1D_0D2C,0
1D_0D31,0
1D_0D32,0
1D_0D33,0
1D_0D37,0
1D_0D3B,0
1D_0D3D,0
1D_0D3E,0
1D_0D3F,0
1D_0D41,0
1D_0D45,0
1D_0D47,0
1D_0D4B,0
1D_0D4C,0
1D_0D4D,0
1D_0D50,0
1D_0D52,0
1D_0D55,0
1D_0D5E,0
1D_0D60,0
1D_0D64,0
1D_0D65,0
1D_0D6A,0
1D_0D6C,0
1D_0D6E,0
1D_0D70,0
1D_0D76,0
1D_0D78,0
1D_0D7E,0
1D_0D7F,0
1D_0D81,0
1D_0D82,0
1D_0D84,0
1D_0D8D,0
1D_0D99,0
1D_0D9D,0
1D_0DA1,0
1D_0DA3,0
1D_0DAB,0
1D_0DAD,0
1D_0DAF,0
1D_0DB1,0
1D_0DB3,0
1D_0DB5,0
1D_0DBC,0
1D_0DBD,0
1D_0DC3,0
1D_0DC4,0
1D_0DC9,0
1D_0DCA,0
1D_0DCC,0
1D_0DCD,0
1D_0DD1,0
1D_0DD2,0
1D_0DD3,0
1D_0DDB,0
1D_0DDE,0
1D_0DE1,0
1D_0DE5,0
1D_0DE6,0
1D_0DE7,0
1D_0DEA,0
1D_0DEB,0
1D_0DED,0
1D_0DF1,0
1D_0DFB,0
1D_0DFF,0
1D_0E00,0
1D_0E02,0
1D_0E04,0
1D_0E07,0
1D_0E0B,0
1D_0E0F,0
1D_0E10,0
1D_0E11,0
1D_0E12,0
1D_0E1A,0
1D_0E22,0
1D_0E24,0
1D_0E25,0
1D_0E2A,0
1D_0E2B,0
1D_0E2E,0
1D_0E2F,0
1D_0E39,0
1D_0E3A,0
1D_0E3E,0
1D_0E3F,0
1D_0E40,0
1D_0E43,0
1D_0E46,0
1D_0E48,0
1D_0E55,0
1D_0E68,0
1D_0E6A,0
1D_0E78,0
1D_0E7D,0
1D_0E7E,0
1D_0E80,0
1D_0E81,0
1D_0E84,0
1D_0E86,0
1D_0E87,0
1D_0E88,0
1D_0E8D,0
1D_0E92,0
1D_0E93,0
1D_0E97,0
1D_0E9B,0
1D_0E9C,0
1D_0EA1,0
1D_0EA2,0
1D_0EA9,0
1D_0EAC,0
1D_0EAD,0
1D_0EB0,0
1D_0EB5,0
1D_0EB8,0
1D_0EB9,0
1D_0EC1,0
1D_0EC2,0
1D_0EC3,0
1D_0EC5,0
1D_0EC6,0
1D_0ECC,0
1D_0ED1,0
1D_0ED3,0
1D_0ED7,0
1D_0ED9,0
1D_0EDE,0
1D_0EE2,0
1D_0EE4,0
1D_0EEB,0
1D_0EED,0
1D_0EEF,0
1D_0EF4,0
1D_0EF5,0
1D_0EF8,0
1D_0EFD,0
1D_0EFF,0
1D_0F05,0
1D_0F09,0
1D_0F0A,0
1D_0F0F,0
1D_0F17,0
1D_0F1D,0
1D_0F21,0
1D_0F2C,0
1D_0F2D,0
1D_0F2E,0
1D_0F2F,0
1D_0F3A,0
1D_0F3E,0
1D_0F3F,0
1D_0F41,0
1D_0F48,0
1D_0F4D,0
1D_0F51,0
1D_0F52,0
1D_0F53,0
1D_0F55,0
1D_0F59,0
1D_0F67,0
1D_0F68,0
1D_0F6B,0
1D_0F6D,0
1D_0F70,0
1D_0F73,0
1D_0F75,0
1D_0F76,0
1D_0F78,0
1D_0F81,0
1D_0F83,0
1D_0F84,0
1D_0F89,0
1D_0F8D,0
1D_0F91,0
1D_0F92,0
1D_0F95,0
1D_0F98,0
1D_0F9A,0
1D_0F9B,0
1D_0F9D,0
1D_0F9E,0
1D_0FA0,0
1D_0FA1,0
1D_0FA2,0
1D_0FA5,0
1D_0FA8,0
1D_0FAA,0
1D_0FAE,0
1D_0FB0,0
1D_0FB6,0
1D_0FB9,0
1D_0FBF,0
1D_0FC0,0
1D_0FC1,0
1D_0FC2,0
1D_0FC3,0
1D_0FD0,0
1D_0FD1,0
1D_0FD4,0
1D_0FDC,0
1D_0FDE,0
1D_0FE4,0
1D_0FE8,0
1D_0FEC,0
1D_0FF5,0
1D_0FFC,0
1D_0FFE,0
1D_1002,0
1D_1003,0
1D_1004,0
1D_100B,0
1D_100F,0
1D_1017,0
1D_101B,0
1D_101C,0
1D_101E,0
1D_1023,0
1D_1027,0
1D_102A,0
1D_102D,0
1D_1031,0
1D_1034,0
1D_1037,0
1D_1038,0
1D_1039,0
1D_103B,0
1D_103E,0
1D_1043,0
1D_1045,0
1D_1047,0
1D_1049,0
1D_104A,0
1D_104F,0
1D_1051,0
1D_1052,0
1D_105B,0
1D_105C,0
1D_1060,0
1D_1061,0
1D_1062,0
1D_1063,0
1D_1065,0
1D_1066,0
1D_1067,0
1D_106C,0
1D_1072,0
1D_1078,0
1D_107D,0
1D_107F,0
1D_1084,0
1D_1085,0
1D_1089,0
1D_108C,0
1D_108D,0
1D_1093,0
1D_1095,0
1D_109B,0
1D_10A4,0
1D_10A8,0
1D_10AA,0
1D_10AD,0
1D_10B1,0
1D_10B2,0
1D_10B5,0
1D_10B7,0
1D_10B9,0
1D_10BA,0
1D_10BE,0
1D_10BF,0
1D_10CA,0
1D_10D3,0
1D_10D5,0
1D_10D6,0
1D_10D7,0
1D_10D9,0
1D_10DB,0
1D_10DC,0
1D_10DD,0
1D_10DE,0
1D_10E4,0
1D_10E5,0
1D_10F0,0
1D_10F1,0
1D_10F2,0
1D_10F3,0
1D_10F5,0
1D_10F8,0
1D_10FD,0
1D_10FF,0
1D_1101,0
1D_1102,0
1D_1106,0
1D_1108,0
1D_110A,0
1D_110E,0
1D_1111,0
1D_1116,0
1D_111E,0
1D_1125,0
1D_1128,0
1D_112F,0
1D_113A,0
1D_1141,0
1D_1144,0
1D_1146,0
1D_1147,0
1D_1148,0
1D_114B,0
1D_114C,0
1D_114F,0
1D_1153,0
1D_115E,0
1D_115F,0
1D_1161,0
1D_1164,0
1D_1168,0
1D_116D,0
1D_1170,0
1D_1173,0
1D_1178,0
1D_117D,0
1D_1181,0
1D_1184,0
1D_1186,0
1D_1191,0
1D_1197,0
1D_1198,0
1D_119A,0
1D_119B,0
1D_119C,0
1D_119D,0
1D_11A1,0
1D_11A4,0
1D_11A6,0
1D_11A8,0
1D_11AC,0
1D_11AE,0
1D_11B5,0
1D_11B6,0
1D_11B7,0
1D_11B9,0
1D_11BC,0
1D_11BF,0
1D_11C2,0
1D_11C5,0
1D_11C9,0
1D_11CE,0
1D_11CF,0
1D_11D0,0
1D_11D1,0
1D_11D2,0
1D_11D6,0
1D_11D7,0
1D_11D9,0
1D_11DA,0
1D_11DC,0
1D_11DD,0
1D_11DE,0
1D_11E0,0
1D_11E1,0
1D_11EC,0
1D_11F3,0
1D_11F7,0
1D_11F9,0
1D_11FF,0
1D_1200,0
1D_1201,0
1D_120A,0
1D_120C,0
1D_120F,0
1D_1218,0
1D_121C,0
1D_1220,0
1D_1221,0
1D_1228,0
1D_122B,0
1D_122E,0
1D_1230,0
1D_1231,0
1D_1235,0
1D_123B,0
1D_1241,0
1D_1248,0
1D_124C,0
1D_1250,0
1D_1251,0
1D_1254,0
1D_1255,0
1D_1258,0
1D_125A,0
1D_125B,0
1D_125C,0
1D_125E,0
1D_125F,0
1D_1261,0
1D_1263,0
1D_126B,0
1D_1271,0
1D_127C,0
1D_127D,0
1D_127E,0
1D_1287,0
1D_128B,0
1D_128C,0
1D_128D,0
1D_128E,0
1D_1294,0
1D_1295,0
1D_1296,0
1D_1298,0
1D_129C,0
1D_129F,0
1D_12A2,0
1D_12A3,0
1D_12A5,0
1D_12AB,0
1D_12AD,0
1D_12AF,0
1D_12B4,0
1D_12B8,0
1D_12BA,0
1D_12BB,0
1D_12BF,0
1D_12C1,0
1D_12C3,0
1D_12C9,0
1D_12CA,0
1D_12CE,0
1D_12D0,0
1D_12D2,0
1D_12D4,0
1D_12D5,0
1D_12D8,0
1D_12DC,0
1D_12DE,0
1D_12E0,0
1D_12E4,0
1D_12E8,0
1D_12E9,0
1D_12EA,0
1D_12F0,0
1D_12F9,0
1D_12FB,0
1D_12FC,0
1D_12FE,0
1D_1303,0
1D_1304,0
1D_1305,0
1D_130B,0
1D_130D,0
1D_1312,0
1D_1315,0
1D_1316,0
1D_131E,0
1D_1326,0
1D_1327,0
1D_1328,0
1D_132A,0
1D_132B,0
1D_132C,0
1D_132E,0
1D_133E,0
1D_1348,0
1D_1349,0
1D_134A,0
1D_134C,0
1D_134D,0
1D_134E,0
1D_1351,0
1D_1354,0
1D_1356,0
1D_1359,0
1D_135D,0
1D_135E,0
1D_1361,0
1D_1362,0
1D_1367,0
1D_136D,0
1D_1371,0
1D_137A,0
1D_137B,0
1D_137C,0
1D_137F,0
1D_1382,0
1D_1383,0
1D_1384,0
1D_1386,0
1D_138F,0
1D_1390,0
1D_1391,0
1D_1397,0
1D_1399,0
1D_139A,0
1D_139B,0
1D_139D,0
1D_139E,0
1D_13A1,0
1D_13A2,0
1D_13A8,0
1D_13A9,0
1D_13AA,0
1D_13AF,0
1D_13B0,0
1D_13B3,0
1D_13B6,0
1D_13B8,0
1D_13BB,0
1D_13BD,0
1D_13C0,0
1D_13C7,0
1D_13CB,0
1D_13CC,0
1D_13CD,0
1D_13CE,0
1D_13CF,0
1D_13D6,0
1D_13DA,0
1D_13DC,0
1D_13DF,0
1D_13E4,0
1D_13E7,0
1D_13EC,0
1D_13ED,0
1D_13EF,0
1D_13F0,0
1D_13F3,0
1D_13F6,0
1D_13FD,0
1D_13FE,0
1D_13FF,0
1D_1408,0
1D_140E,0
1D_1410,0
1D_1411,0
1D_1414,0
1D_1418,0
1D_141C,0
1D_141F,0
1D_1421,0
1D_1427,0
1D_1429,0
1D_1430,0
1D_1436,0
1D_143A,0
1D_144C,0
1D_144D,0
1D_1453,0
1D_1454,0
1D_1458,0
1D_1459,0
1D_145B,0
1D_145D,0
1D_1464,0
1D_1467,0
1D_146B,0
1D_146C,0
1D_1470,0
1D_1471,0
1D_1478,0
1D_1480,0
1D_1483,0
1D_1487,0
1D_148B,0
1D_1490,0
1D_1491,0
1D_149B,0
1D_149E,0
1D_14A4,0
1D_14A7,0
1D_14AD,0
1D_14B3,0
1D_14B4,0
1D_14B6,0
1D_14B7,0
1D_14BB,0
1D_14BF,0
1D_14C3,0
1D_14C8,0
